uniprot	FLYBASE	Alias
O18338	FBgn0262518	AAF49101;CG8287;DRAB8;DRab8;Dm Rab8;DmRab8;Dmel\CG8287;O18338;Rab-r8;dm-Rab8;l(3)76BDu;rab8
O18339	FBgn0015793	AAF50452;CG7062;DRABR3;DRabRP3;DmRab19;Dmel\CG7062;O18339;Rab-RP3;Rab-r3;Rab19/RP3;Rab19s;rab19
Q8SYK4	FBgn0040602	BcDNA:RE55691;Dmel\CG14545
Q8SYK5	FBgn0031434	BcDNA:RE55538;CG3227;Dmel\CG3227;Insv
Q4V5H0	FBgn0039149	Dmel\CG18428
Q4V5H1	FBgn0033089	Dmel\CG17266
M9PD08	FBgn0020443	CG6382;DSUP35;Dmel\CG6382;Dsup35;delf;dsup35;eRF3;elf
M9NEA1	FBgn0266521	BEST:LD33989;CG31641;CG5981;D-stat;Dmel\CG31641;LD33989;SCG10-like;rdt;rdtp
M9PD06	FBgn0036913	CG8334;Dmel\CG8334;Q9VW49;USP15
A0A0B4KGN4	FBgn0037470	CG1091;Dmel\CG1091;anon-WO0118547.222
Q4U2G8	FBgn0034436	CG11961-PA;Dmel\CG11961
M9PD03	FBgn0032101	Dmel\CG9586
Q9VJW8	FBgn0028513	BG:DS07660.1;DS07660.1;Dmel\CG9254
Q9VI25	FBgn0037447	CG2330;Dmel\CG2330
Q0E8Q7	FBgn0028539	BG:DS00797.5;CG7491;CG7559;D00797.5;DS00797.5;Dmel\CG31731
Q7JUN3	FBgn0039890	Dmel\CG2316
A8DZ14	FBgn0000636	CG5803;Dmel\CG5803;FAS III;FAS3;FASIII;Fas;Fas III;Fas-3;Fas-III;FasIII;FasIIIface;FascIII;fas III;fas-III;fas3;fasIII;fascIII
Q9VI24	FBgn0037446	CG10267;Dmel\CG10267;anon-WO0118547.391
Q9VG19	FBgn0038092	Beat-Vb;CG14385;CG14386;CG31298;Dmel\CG31298;beat Vb
P08182	FBgn0000259	And;CCK2;CG15224;CK II;CK-2;CK-II beta;CK-IIbeta;CK2;CK2-beta;CK2beta;CKII;CKII beta;CKII-beta1;CKIIb;CKIIbeta;Cask-II-b;Ck-IIbeta;Ck2beta;CkII;CkII-beta;CkIIbeta1;Ckiibeta;DmCK2beta;DmCKIIbeta;DmCkIIbeta;Dmel\CG15224;Ds cas kin;KC2B_DROME;betaCK2;ck2beta;dCK2beta;dCKII;dCKII beta;mbu
P08181	FBgn0264492	0958/08;CG17520;CJIIalpha;CK II;CK-2;CK-II;CK-II alpha;CK2;CK2 alpha;CK2-alpha;CK2a;CK2alpha;CKII;CKII alpha;CKII-alpha;CKIIa;CKIIalfa;CKIIalpha;Cask-II-a;Ck2alpha;CkII;DmCK2alpha;DmCKIIalpha;Dmel\CG17520;Tik;alphaCK2;anon-WO02059370.53;ck2alpha;ckIIalpha;dCK2alpha;dCKII;dCKII alpha;l(3)S095808
Q9I7V6	FBgn0043070	BcDNA:GH12032;BcDNA:LD27504;BcDNA:RH10174;CG15668;CG15669;Dmel\CG15669;Mesk2;l(2)01467;mesk2
Q9I7V7	FBgn0043070	BcDNA:GH12032;BcDNA:LD27504;BcDNA:RH10174;CG15668;CG15669;Dmel\CG15669;Mesk2;l(2)01467;mesk2
Q9I7V4	FBgn0042098	Dmel\CG18735;SP22
Q9W2V9	FBgn0028331	CG2221;Dmel\CG2221;Mgn1457
Q9VT37	FBgn0045823	BEST:GH15083;CG16707;Dmel\CG16707;FBgn0045823;GH15083;Vsg;anon-WO0118547.164
X2JBS2	FBgn0261244	CG11096;CG11102;CG11104;CG15761;CG32630;CG33174;DAGL;Dmel\CG33174;EP(X)1101
Q9VVV2	FBgn0036834	Dmel\CG6836
Q9VVV3	FBgn0036835	Dmel\CG14075
Q9VMB3	FBgn0031836	BcDNA:LD22339;Dmel\CG11050
A0A0B4KHZ4	FBgn0051140	CG13600;CG31452;CG5875;DGKt;Dmel\CG31140
Q9VVV6	FBgn0036837	Dmel\CG18135
Q9VVV7	FBgn0036838	Dmel\CG3808;cg3808
Q9VMB6	FBgn0263916	BEST:LD04971;CG11045;CG31911;DmENT2;DmEnt2;Dmel\CG31911;LD04971;P124;ent2
Q9VMB9	FBgn0031830	BcDNA:RH49324;CG11015;COXB;CcO Vb;CoVb;Dmel\CG11015;Vb;anon-EST:Posey143;anon-WO0118547.187
Q8SXU2	FBgn0031885	CG13778;CG33266;Dmel\CG13778;MEN1;Menin;Menin1;menin;mnn1
Q9W442	FBgn0029836	Dmel\CG5928
Q9VVV9	FBgn0002945	CG11614;CG18224;Dmel\CG11614;Nkd;naked
X2JF48	FBgn0030647	Dmel\CG6324
Q9XYP7	FBgn0026430	CG3917;DGrip84;Dgrip84;Dgrips84;Dmel\CG3917;GCP2;grip84;l(1)[[t]]PG36;l(1)[[t]]PG66
Q8SXU5	FBgn0038419	BcDNA:RE20991;Dmel\CG14879
F2FBC0	FBgn0086608	CG14649;CG41471;Dmel\CG34112;Dmel_CG41471
Q8MYX8	FBgn0051038	CG15512;CG7854;Dmel\CG31038
Q95U15	FBgn0038294	BcDNA:GH23305;CG6803;DmMf;Dmel\CG6803;Zeelin1;z1
Q8MSB3	FBgn0033186	Dmel\CG1602
Q95U18	FBgn0035497	CT34848;Dmel\CG14995;NEST:bs15f01;NEST:bs17f06;anon-WO0140519.252;bs17f06.y1
Q8MRL6	FBgn0260480	BEST:GH20547;CG16757;Dmel\CG32295;NEST:bs09a12
Q9W543	FBgn0023510	CG17766;Dmel\CG17766;EG:86E4.3;FK39
Q8MRL0	FBgn0270925	DM_7300579;Dmel\CG4836;SODH-1;Srd;anon-WO0140519.105;anon-WO0140519.33;bs15h04.y1;bs36e10.y1
Q8MRL1	FBgn0052450	BEST:GH25462;BcDNA:GH25462;Dmel\CG32450;anon-WO0140519.221
Q8MRL2	FBgn0025378	BcDNA:GH24985;Dmel\CG3795;EG:9D2.4;SP160
Q8MYX4	FBgn0037972	BcDNA:RE59626;Dmel\CG10005
Q9VZE4	FBgn0035526	Dmel\CG1316;cg1316
Q9VM79	FBgn0031861	Dmel\CG17375
Q9VD62	FBgn0038918	Dmel\CG6690
A0A0B4LFG2	FBgn0050466	Dmel\CG30466;FBXO19
Q9W4L5	FBgn0029703	Dmel\CG12692
Q27869	FBgn0086768	CG2152;Dmel\CG2152;PIMT;Pimt;dPIMT;pcmt
Q9W4L7	FBgn0040904	Dmel\CG15577
Q9W4L6	FBgn0040905	Dmel\CG15578
O46085	FBgn0023516	CG14815;DmelPex5;Dmel\CG14815;EG:63B12.5;PEX5
O46084	FBgn0023517	CG14816;DPGAM5;Dmel\CG14816;EG:63B12.4;PGAM5;dPGAM5
Q59DW8	FBgn0250823	CG6963;CK1;CK1-gamma;CK1[[gamma]];CK1gamma;CKI-related;CKIgamma;Dmel\CG6963;Gish;Hrr25;NEST:bs27c08;Spider;anon-WO0118547.425;ms(3)89B;spider
Q59DW9	FBgn0266756	BcDNA:GH06647;Btsz;CG14858;CG17304;CG18280;CG31306;CG33555;CG44012;CG7343;Dmel\CG44012;Dmel_CG17304;Dmel_CG33555;Granulophilin;l(3)10418
O46089	FBgn0023513	Dmel\CG14803;EG:63B12.9
Q9VD64	FBgn0038916	ARL3;Arl3;CG6560;Dmel\CG6560;Dnd;Q9VD64
A8DYY1	FBgn0032079	CG9524;Dmel\CG31886;anon-WO0172774.159;anon-WO0172774.161
Q9W4L9	FBgn0029701	Dmel\CG12691
Q9VM74	FBgn0031865	CG10806;DmNHA1;Dmel\CG10806;nha1
A1ZB92	FBgn0028496	BcDNA:GH04922;CG17671;CG5512;Dmel\CG30116
Q9VU29	FBgn0036328	Dmel\CG10749
Q9VU28	FBgn0036327	Dmel\CG10748
Q9VM75	FBgn0086451	CG10805;Dmel\CG10805;anon-WO0118547.160
E1JIX9	FBgn0066101	CG31094;CG31095;CG4861;CG4870;CG4874;CT15569;Dmel\CG31094;lpr1
Q9VHX9	FBgn0037533	CG2791;Dmel\CG2791;RE39378p;cd98hc
Q9VU21	FBgn0036320	Dmel\CG10943
Q9VHX7	FBgn0037534	Dmel\CG2781
Q9VU23	FBgn0264486	BP1086;CG14119;CG34032;Dmel\CG43894;Dmel_CG14119;Dmel_CG34032;HDC09916
P40139	FBgn0010294	BcDNA:RE05239;CG14266;Dmel\CG14266;EG:96G10.4;ng;ng-2
Q9VHX2	FBgn0037538	Dmel\CG3223
Q9VU24	FBgn0036323	Dmel\CG14118
Q9VHX0	FBgn0037540	BEST:LD28511;CG2702;DmPBP;DmPBP95;DmSNAP190;DmSNAPc;Dmel\CG2702;anon-WO0118547.359
F2FB81	FBgn0041781	BEST:SD02991;CG4636;D-SCAR;DWave;DmSCAR;Dmel\CG4636;Dscar;SCAR/WAVE;Scar;WAVE;WAVE/SCAR;Wave;dWAVE;l(2)k03107;l(2)k13811;scar;wave
Q5LJQ4	FBgn0040005	CG40289;Dmel\CG17883
Q9VEX9	FBgn0024491	150001_at;BcDNA:RE02417;Bin 1;CG6046;Dmel\CG6046;SAP18;bin1;bin1/dSAP18;dSAP18;dSap18;dsap18;sap18
A1Z6K2	FBgn0033063	Dmel\CG14589
Q24106	FBgn0003997	CG5123;Dmel\CG5123;HID;Hid;Hid1;W;hid1;his;l(3)05014
Q5LJQ3	FBgn0033000	BcDNA:LD29015;CG40285;Dmel\CG14464
Q76NP9	FBgn0067622	BcDNA:SD20015;CG31990;CG31990-ORFA;CG33677;Dmel\CG33677;LSM4;LSm4
P54195	FBgn0011283	28a;CG6641;DmelObp28a;Dmel\CG6641;PB-PRP5;PBP5;PBPRP-5;PBPRP5;Pbprp5;obp28a;pbprp-5;pbprp5
Q9VEX2	FBgn0250823	CG6963;CK1;CK1-gamma;CK1[[gamma]];CK1gamma;CKI-related;CKIgamma;Dmel\CG6963;Gish;Hrr25;NEST:bs27c08;Spider;anon-WO0118547.425;ms(3)89B;spider
Q9VEX1	FBgn0038412	CG6898;Dmel\CG6898;ZIP3;Zip3;cg6898;dZip3;dZip89B
Q9VEX0	FBgn0040271	CG6725;DSulf;DSulf1;Dmel\CG6725;Dsulf1;Neu5;sulf1
Q9VEX7	FBgn0040071	5472;CG6889;Dmel\CG6889;EP(3)3463;Tara;anon-WO0257455.25;l(3)03881;l(3)j1C5;l(3)jlC5
Q9VEX6	FBgn0040237	ATAD3A;Bor;CG6815;CP89BC;Dmel\CG6815;dATAD3A
Q9VEX5	FBgn0020407	ASUN;Asu;CG6814;Dmel\CG6814;IntS13;Mat89Bb
P54192	FBgn0011280	19d;BcDNA:HL07789;BcDNA:RH68082;CG1668;DmelObp19d;Dmel\CG1668;PB-PRP2;PBP2;PBPRP-2;PBPRP2;Pbprp2;pbprp-2;pbprp2
Q0E8D8	FBgn0043025	ADGF-A2;BcDNA:AT05468;CG32178;Dmel\CG32178;MSI;Msi
X2JG15	FBgn0083956	BcDNA:AT04622;CG1819;CG32516;Dmel\CG34120
X2JG10	FBgn0030974	Dmel\CG7358
C8VV14	FBgn0000064	ALD;BcDNA:LP07735;CG6058;Dmel\CG6058;FBA;T12;T4;T6;T7;ald
Q8INS9	FBgn0250732	CG10065;CG31329;CG31492;CG33546;Dmel\CG33546;GFZF;Su(Kpn);cg10065;dGFZF;l(3)84Cc
Q7KTA2	FBgn0053306	BG:DS00941.11;BcDNA:GM14937;CG16887;DS00941.11;Dmel\CG33306
Q961K6	FBgn0035091	Dmel\CG3829
Q0KHQ6	FBgn0027621	CG3400;Dmel\CG3400;PFK2
Q0KHQ5	FBgn0031030	AAF48973;CG14217;Dmel\CG14217;MARKK;TAO1;Tao-1;dTao-1;tao;tao-1;tao1
P40688	FBgn0003655	CG3429;Dmel\CG3429;Swa;anon-WO0140519.70;fs(1)1497;fs(1)1502;fs(1)M11-999;fs(1)M13C82;fs(1)M44;fs(1)m44;sww
A0A0B4LIS6	FBgn0266579	BcDNA:RE16764;CG12881;CG31057;CG31058;CG34294;CG45110;CG5606;Dmel\CG45110;Dmel_CG31057;Dmel_CG31058;Dmel_CG34294;Tau;d-tau;dTau;dtau
Q0KHQ1	FBgn0064117	CG1704;CG33071;CG33071-ORFA;CG33071ORFA;CG33714;DmSLIRP1;Dmel\CG33714;Dromel_CG33713_FBtr0091704_uORF;cg1704
Q7KN85	FBgn0020236	ACL;BcDNA:LD21334;CG8322;DmATPCL;Dmel\CG8322;anon-WO0140519.179;dATPCL;l(2)01466;l(2)k09217;n(2)k09217
Q9W0Y9	FBgn0035078	CG2857;DmTpc2;Dmel\CG2857
Q8MSV2	FBgn0052423	BcDNA:LD40028;BcDNA:RH63980;CG10647;CG10649;CG10668;CG32423;Dmel\CG32423;Shep;alan;alan-shepard;anon-EST:Posey83;anon-WO0118547.198;anon-WO0172774.41;cg10668
Q7KN83	FBgn0027529	BcDNA:LD21403;Dmel\CG8920
Q9VSS3	FBgn0035948	Dmel\CG5644;anon-EST:Posey104
Q8IH00	FBgn0261286	CG12785;Dmel\CG12785
M9PDR6	FBgn0035158	Dmel\CG13895
B7YZJ4	FBgn0034266	Dmel\CG4975
X2JDJ3	FBgn0031990	CG14278;CG8552;Dmel\CG8552;Sec23-IP
B7YZJ3	FBgn0250868	Dmel\CG42239
Q9VF10	FBgn0038385	CG4221;Dmel\CG4221;FBXL7;FbxL7
Q9VXY5	FBgn0030610	COXS;Dmel\CG9065
X2JF73	FBgn0030674	Dmel\CG8184;URE-B1/CG8184
Q9VP36	FBgn0037082	Dmel\CG5664
Q9VP35	FBgn0283479	APH;Aph;Aph-1;CG5656;Dmel\CG5656;l-Aph;p-Aph
Q9V3E4	FBgn0040363	Dmel\CG11384;EG:BACR42I17.3
A1Z7U5	FBgn0033412	Dmel\CG13955
M9PER6	FBgn0264489	BcDNA:RE55923;BcDNA:RH19933;CG14172;CG32049;CG32050;CG32051;CG33205;CG8154;CG8163;Dmel\CG43897;Dmel_CG32050;Dmel_CG33205
M9NFA0	FBgn0030778	Dmel\CG4678
M9PER3	FBgn0035677	Dmel\CG13293
M9PER2	FBgn0259110	CG15603;CG15604;CG42252;CG9163;CT26192;Dmel\CG42252;Dmel_CG15603;Dmel_CG15604;Dmel_CG9163
M9PER1	FBgn0035850	ATG18;ATG18.1;Atg18;CG7986;Dmel\CG7986;atg18
M9PER0	FBgn0264489	BcDNA:RE55923;BcDNA:RH19933;CG14172;CG32049;CG32050;CG32051;CG33205;CG8154;CG8163;Dmel\CG43897;Dmel_CG32050;Dmel_CG33205
Q9VFN9	FBgn0038196	BcDNA:RE55111;Dmel\CG9922;NEST:bs28g09
O77135	FBgn0003480	CG3325;Dmel\CG3325;Rad51;Rad51-like;Spn-B;SpnB;XRCC3;rad51-like;spnB
O77134	FBgn0038224	ATPJ;CG3321;Dmel\CG3321;anon-88Bd;c550
B7Z0S7	FBgn0038079	CG14394;Dmel\CG14394
B7Z0S8	FBgn0038079	CG14394;Dmel\CG14394
B7Z0S9	FBgn0038029	BcDNA:RE72392;CG17639;DmGSTD11;Dmel\CG17639;GSTD11;cg17639;gstd11
Q9VY43	FBgn0002873	CG12047;Dmel\CG12047;KS63;Mud;NuMA
Q9VFN1	FBgn0038204	Dmel\CG14357
Q9VFN7	FBgn0038198	CG3153;CT10556;DmML2;Dmel\CG3153;NPC2;npc2b
P13496	FBgn0001108	CG9206;DYNA_DROME;Dmel\CG9206;FCP-D;Gl;Glu;Glued;P150;P150[Glued];p150;p150/Glued;p150/glued;p150[Glued];p150[glued];t1
A0A0S0WGS4	FBgn0085339	Dmel\CG34310
Q8IR19	FBgn0052576	BcDNA:RE29988;Dmel\CG32576;NEST:bs01h05;anon-AE003501.1
Q94899	FBgn0013746	Alien;BcDNA:LD10463;CG9556;CH2;CSN2;Csn2;DCH2;Dch2;Dmel\CG9556
Q8IR13	FBgn0262734	CG4429;Dmel\CG4429;MRE9;RRM2;anon-EST:fe1B9;cg4429;eIF4H;rrm2
Q7K1V1	FBgn0034086	Dmel\CG8441
Q8IR10	FBgn0052570	CG32570;Dmel\CG32570
Q7K1V5	FBgn0037374	CG10978;Dmel\CG10978
Q8IR15	FBgn0030744	Dmel\CG9992
Q8IR14	FBgn0030748	CG4394;Dmel\CG4394;TRAF3;Traf-related;Traf3;dTRAF3
A0A0B4LG17	FBgn0033501	Dmel\CG12911
Q6NR46	FBgn0086532	CG4016;Dmel\CG4016;SPT-I;Spt1;l(2)SH1626;l(2)SH2 1626;lcb1
Q9W137	FBgn0035036	Cg4707;Dmel\CG4707
X2JAQ5	FBgn0029915	Dmel\CG14434
Q9VY42	FBgn0030558	Dmel\CG1461
A0A0B4KG17	FBgn0037759	Dmel\CG8526
Q9VXC8	FBgn0030774	CG9675;Dmel\CG9675;SPH114;Spheroide;anon-EST:ParkEST153;anon-WO0140519.154
Q9VXC7	FBgn0030775	Dmel\CG9673;SPH81
Q9VXC6	FBgn0030776	Dmel\CG4653;SPH179
Q9VXC5	FBgn0030777	BcDNA:GH16384;Dmel\CG9672;SPH161
Q9VXC4	FBgn0030778	Dmel\CG4678
Q9VXC2	FBgn0030780	CG13009;Dmel\CG13008
Q9VXC1	FBgn0085354	CG18358;Dmel\CG34325
Q7K3T4	FBgn0034057	Dmel\CG8314;anon-WO0118547.93
Q9VA48	FBgn0039795	CG1342;Dmel\CG1342;Spn100
Q9VF39	FBgn0038360	Dmel\CG9590
Q9VF38	FBgn0038361	BcDNA:AT11468;Dmel\CG9589
Q8SXK7	FBgn0039876	Dmel\CG2126;anon-WO0118547.412
Q7K3T3	FBgn0033464	Dmel\CG1441
B3DN56	FBgn0011837	CG4070;DTIS11;Dmel\CG4070;TIS11;TIS11cc1;TIScc1;Ts11;anon-EST:Liang-1.28;clone 1.28;dTTP;dTis11;l(1)G0124;tis-11
Q9VA42	FBgn0039800	BcDNA:RE56164;CG11314;Dmel\CG11314;npc2g
Q9VF37	FBgn0000246	C(3)G;C3G;CG17604;Dmel\CG17604;c(3)g;c3G;cx
Q9VA47	FBgn0039796	Dmel\CG12069;Pka-like
Q9VF30	FBgn0003227	CG14875;CG31293;CG4828;Dmel\CG31293;MCM8;rec-1;rec1
Q9VA45	FBgn0039797	Dmel\CG1340;cg1340;eIF4H
Q9VA44	FBgn0039798	Dmel\CG11313;SP11;c-SP11
Q9VYA0	FBgn0030512	145027_at;Dmel\CG9940;NADS;Q9VYA0
Q7K9H6	FBgn0026369	CG15667;Dmel\CG15667;SARA;dSARA;sara
A0A0B4LGE3	FBgn0053519	BEST:HL01080;CG18019;CG18020;CG18021;CG30171;CG30175;CG33519;CG3901;CT12925;CT40322;CT40326;Dmel\CG33519;UNC-89;obs;unc-89
A0A0B4LH08	FBgn0261928	CG12816;CG34108;CG3996;Dmel\CG42795;Dmel_CG34108;Dmel_CG3996
Q6ILA6	FBgn0264486	BP1086;CG14119;CG34032;Dmel\CG43894;Dmel_CG14119;Dmel_CG34032;HDC09916
Q9VH85	FBgn0037736	12950;CT32101;Dmel\CG12950
M9PIB5	FBgn0036980	28574635;CG5701;Dmel\CG5701;RhoGTPase;RhoX
A1ZB19	FBgn0034290	BcDNA:RH46075;Dmel\CG5773
A1Z7N2	FBgn0025709	BEST:CK00459;CK00459;DmCnt2;Dmel\CG8083
Q9W3K6	FBgn0029997	Dmel\CG2258
Q9W3K5	FBgn0040319	2259;CG2259;DmGCLC;DmGCS;DmGCSh;Dmel\CG2259;GCL;GCLC;GCLc;GCSh;Gcs;Gcsh;gclc
Q9W1M8	FBgn0034880	CG5372;CT17068;Dmel\CG5372;ItgalphaPS5;alpha-PS5;alphaPS5
Q9W3K3	FBgn0030000	Dmel\CG2260
Q9W3K2	FBgn0030001	CG15335;CG15338;Dmel\CG15335
Q7JXA2	FBgn0267824	CG10109;CG46146;Dmel\CG46146;dPRAS40
Q9W5S7	FBgn0024807	CG17686;Dmel\CG17686;TO34;TO67;UbxBP1;clot 10495;clot 2020;dip1;dip1a;klt
X2J5A2	FBgn0003209	CG12437;CG9321;Dmel\CG12437;cyr;ensh;l(2)06825;l(2)k03514
A8DYC5	FBgn0085468	BcDNA:RH49308;CG13328;CG17054;CG30057;CG34439;Dmel\CG34439;l(2)c00093
A8DYC4	FBgn0085468	BcDNA:RH49308;CG13328;CG17054;CG30057;CG34439;Dmel\CG34439;l(2)c00093
P29845	FBgn0001220	CG8542;Dmel\CG8542;HSC-70;HSC5;HSC70;HSC70-5;Hsc-5;Hsc5;Hsc70;Hsp-c5;dhsc70;hsc-70-5;hsc5;hsc70;hsc70-5;l(2)k04907
P29844	FBgn0001218	A4V4C4_DROME;BiP;Bip;CG1579;CG4147;Dmel\CG4147;GRP78;Grp78;HSC-70;HSC3;HSC70;HSC70-3;HSP7C_DROME;Hsc-3;Hsc-70-3;Hsc3;Hsc3p;Hsc70;Hsp-c3;anon-WO0138581.7;bip;dBiP;dhsc70;dmHsc72;hsc3;hsc70;hsc70-3;hsc72;l(1)G0102;l(1)G0111;l(1)G0292;l(1)G0341;l(1)G0407;l(1)G0466
P29843	FBgn0001216	143191_at;BcDNA:RH49358;CG8937;DmHsp70;Dmel\CG8937;HSC-70;HSC1;HSC70;HSC70-1;HSP7A_DROME;Hsc1;Hsc70;Hsp-c1;dhsc70;dhsc70-1;hsc70
Q9VSH2	FBgn0035870	CG7189;Dmel\CG7189;GR66A;GR66C1;GR66a;Gr66;Gr66A;Gr66C1
P51123	FBgn0010355	BG:DS00004.13;CG17603;Dmel\CG17603;EfW1;SR3-5;TAF;TAF1;TAF200;TAF230;TAF250;TAF250/230;TAFII-250;TAFII250;TAF[II]250;TAF[[II]];TAF[[II]]230;TAF[[II]]250;TAF[[II]]250/230;TFIID;TFIID TAF250;Taf1p;Taf200;Taf230;Taf250;Taf[[II]]250;cel;cell;d230;dTAF230;dTAF250;dTAFII250;dTAF[[II]]230;dTAF[[II]]250;dmTAF1;dmTAF[[II]]230;l(3)84Ab;p230
M9PGJ3	FBgn0003068	CG2647;Clk;Dmel\CG2647;EG:155E2.4;PER;Per;clk-6;dPER;dmper;dper;mel_per
Q7JXU4	FBgn0034243	CG6501;Dmel\CG6501;NS2;Ngp;Ngp1;dmNS2;ns2
Q8T9K8	FBgn0025632	Dmel\CG4313;EG:22E5.10
O76268	FBgn0024947	CG3059;Dmel\CG3059;NTPDase6;dmNTPase
A8JRI1	FBgn0011224	CG2094;CG2290;CG31000;DmPTB;Dmel\CG31000;HEPH;Heph;PTB;Ptb;dPTB;dmPTB;ema;hnRNP I;l(3)03429;l(3)j11B9;ptb
Q00174	FBgn0002526	5]];CG10236;CT28769;Dmel\CG10236;FBgn0002526;FBtr0077014;LM-A/alpha1;Lam;Lam-A;LamA;Lan;alpha3/5;alpha[[3;hdln;lamA;laminin alpha3/5;lanA
A4V1F9	FBgn0003943	CG11624;DmUb;DmUbi-p63E;Dmel\CG11624;UB;Ub;Ubi-P63e;Ubi-p;Ubi63E;Ubi63p;Ubip;Ubip63E;Ubiq;Ubp;magn;ubi;ubi-p63E;ubi63E
Q9I7K0	FBgn0051363	BEST:LP05168;BcDNA:GH06373;BcDNA:LD21358;BcDNA:LD43690;BcDNA:RH53211;CG17238;CG18762;CG18763;CG31363;Dmel\CG31363;anon-EST:Liang-1.76;anon-WO0140519.173;clone 1.76;jupiter
Q9I7K3	FBgn0037818	Dmel\CG6465
Q9I7K5	FBgn0069242	CG33104;CG9443;Dmel\CG33104;ECA;p24
Q9I7K4	FBgn0052939	Dmel\CG32939
Q9I7K4	FBgn0037731	Dmel\CG18542
Q7KVU4	FBgn0026144	BcDNA.GH12350;BcDNA:GH12350;CG1435;Dmel\CG1435;cbp;dCBP
Q9I7K6	FBgn0037624	Dmel\CG8223
Q9VYK6	FBgn0030412	BcDNA:RH19475;CG11056;CG17762;CG2205;Dmel\CG17762;tomosyn
Q9I7K8	FBgn0042103	Dmel\CG18746
Q9VYK5	FBgn0030412	BcDNA:RH19475;CG11056;CG17762;CG2205;Dmel\CG17762;tomosyn
M9PFV8	FBgn0261258	BcDNA:GH11973;CG6014;Dmel\CG6014;l(3)00534
Q8SZK9	FBgn0031629	CG3244;Dmel\CG3244
Q9VYK0	FBgn0265523	CG12719;CG4013;Dmel\CG4013;E52;SMR;SMRTER;anon-WO0153538.73;l(1)G0060;l(1)G0361;lincRNA.983;smr
Q9VKT2	FBgn0032271	Dmel\CG7329;ORE-4
A1Z8W9	FBgn0264560	ARF1GEF;ArfGEF;CG 8487;CG8487;Dmel\CG8487;GBF1;GEF;Garz;ang
A1Z8W8	FBgn0264560	ARF1GEF;ArfGEF;CG 8487;CG8487;Dmel\CG8487;GBF1;GEF;Garz;ang
Q6WV19	FBgn0031530	CG3254;Dmel\CG3254;PGANT2
A1Z8W3	FBgn0061197	Dmel\CG13164;SIP2;Sip2
A4V4D2	FBgn0030412	BcDNA:RH19475;CG11056;CG17762;CG2205;Dmel\CG17762;tomosyn
A1Z8W1	FBgn0061197	Dmel\CG13164;SIP2;Sip2
A1Z8W0	FBgn0033708	DmNAT4;Dmel\CG8850
A8JNW3	FBgn0037015	CG13253;Dmel\CG13253
Q9VTH4	FBgn0041094	7590;CG7590;Dmel\CG7590;anon-WO0118547.215;scy
A1ZAF5	FBgn0264273	CG30322;CG33960;CG4383;Dmel\CG33960;Sema2b;SemaIIB;sema-2b
A1ZAF4	FBgn0034122	Dmel\CG15711
Q967D7	FBgn0010473	CG15426;CG15427;CG15428;CT35489;CT35490;Dmel\CG15427;Tutl;jf4;l(2)01085;l(2)24Df;l(2)jf4;mdcds_7441
A1ZAF6	FBgn0029153	CG30097;CG7969;Dmel\CG7969
A1ZAF3	FBgn0034121	Dmel\CG6262
A1ZAF2	FBgn0034121	Dmel\CG6262
A1Z8C9	FBgn0050016	Dmel\CG30016;anon-AE003828.1
A4IJ59	FBgn0262737	CG7437;Dmel\CG7437;MRE17;MUB;Mub;anon-WO0172774.33;anon-WO0172774.35;anon-WO0172774.36;anon-WO0172774.37;l(3)04093;l(3)j6B10;l(3)j8B3
A4IJ58	FBgn0035101	CG1212;CT1293;DCas;Dcas;Dmel\CG1212;p130Cas
Q9VSP0	FBgn0035923	Dmel\CG6511
P06002	FBgn0002940	143283_at;1F9;BEST:GH11778;CG4550;DMELRH1;DRh1;Dm Rh1;DmRh1;Dmel\CG4550;FBgn0002940;Nina E;NinaE;R;RH1;Rh;Rh-1;Rh1;Rh1(ninaE);Rh1/ninaE;Rhodopsin-1;opsin;ora;rh1;rh1/ninaE;rhodopsin
Q9VMJ6	FBgn0031760	CG9093;Dm.Tsp26A;Dmel\CG9093
Q2PE36	FBgn0026086	ADAR;ADAR1;CG12598;Dmel\CG12598;EG:BACN35H14.1;adar;adr;cg12598;dADAR;dAdar;hypnos-2
Q9W4S7	FBgn0262656	CG10798;D-Myc;DM;DMYc;Dm;Dmel\CG10798;Dmyc;EG:BACN5I9.1;MYC;anon-WO03040301.171;bHLHe57;c-MYC;c-Myc;c-myc;d-myc;dMYC;dMyc;dMyc1;dm;dm/dMyc;dm/myc;dmyc;dmyc1;l(1)G0139;l(1)G0354;l(1)G0359;myc
Q9W4S0	FBgn0029663	Dmel\CG10804
Q9W4S1	FBgn0029662	Dmel\CG12206
Q9W4S2	FBgn0029661	Dmel\CG16781
Q9W4S3	FBgn0029660	Dmel\CG10801
A0A0B4JCS1	FBgn0263593	CG8709;DLpin;DmLpin;Dmel\CG8709;EP2431;LIPIN;anon-WO0118547.133
Q8MM49	FBgn0265137	CG9453;Dmel\CG9453;Serp2;Sp4;Spn4;Spn4A;dSerp2;sp4;spn4
E1JIU5	FBgn0039081	CG10180;CG4370;Dmel\CG4370;dKir;dKirII;irk2
A0A0B4JCS8	FBgn0261686	CG12901;Dmel\CG42733;Dmel_CG12901;Tes85-2
Q24292	FBgn0000497	CG17941;CT39575;Dmel\CG17941;Ds;EP-822;cad2;dachs;l(2)05142
