source_name;source_uniprotAC;source_speciesID;source_species;source_topology;source_pathways;target_name;target_uniprotAC;target_speciesID;target_species;target_topology;target_pathways;layer;interaction_type;directness;effect;references;source;confidence_score;score_from_the_source
Dmel_CG42320;Q0KI03;FBgn0259220;D. melanogaster;;;CG10079;P04412;FBgn0003731;D. melanogaster;Receptor;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.78929
Dmel_CG42320;Q0KI03;FBgn0259220;D. melanogaster;;;CG9211;Q9VM64;FBgn0031872;D. melanogaster;Co-factor;Hedgehog(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.59687
Dmel_CG42320;Q0KI03;FBgn0259220;D. melanogaster;;;CG7555;Q9VVI3;FBgn0259174;D. melanogaster;Co-factor,Endocytosis related ;Notch(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.70408
Dmel_CG42320;Q0KI03;FBgn0259220;D. melanogaster;;;CG11988;P29503;FBgn0002932;D. melanogaster;Endocytosis related ;Notch(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.28929
Dmel_CG42320;Q0KI03;FBgn0259220;D. melanogaster;;;CG10334;Q01083;FBgn0005672;D. melanogaster;Ligand ;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.72312
Dmel_CG42320;Q0KI03;FBgn0259220;D. melanogaster;;;CG4244;Q9Y0H4;FBgn0003557;D. melanogaster;Co-factor,Endocytosis related ;Notch(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.69082
Dmel_CG42320;Q0KI03;FBgn0259220;D. melanogaster;;;CG4531;Q00805;FBgn0004569;D. melanogaster;Co-factor;RTK(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.81746
CG34157;Q0KI50;FBgn0260003;D. melanogaster;;;CG10079;P04412;FBgn0003731;D. melanogaster;Receptor;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.28935;Structure filter: 1.825
CG34157;Q0KI50;FBgn0260003;D. melanogaster;;;CG7555;Q9VVI3;FBgn0259174;D. melanogaster;Co-factor,Endocytosis related ;Notch(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.190883;Structure filter: 1.22714
CG34157;Q0KI50;FBgn0260003;D. melanogaster;;;CG10334;Q01083;FBgn0005672;D. melanogaster;Ligand ;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.190883;Structure filter: 1.59958
CG34157;Q0KI50;FBgn0260003;D. melanogaster;;;CG4531;Q00805;FBgn0004569;D. melanogaster;Co-factor;RTK(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.235037;Structure filter: 1.25278
bbg;Q15K30;FBgn0087007;D. melanogaster;;;CG10079;P04412;FBgn0003731;D. melanogaster;Receptor;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.225
bbg;Q15K32;FBgn0087007;D. melanogaster;;;CG10079;P04412;FBgn0003731;D. melanogaster;Receptor;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.225
bbg;Q15K34;FBgn0087007;D. melanogaster;;;CG10079;P04412;FBgn0003731;D. melanogaster;Receptor;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.225
Dmel_CG42230;Q17Q80;FBgn0087007;D. melanogaster;;;CG10079;P04412;FBgn0003731;D. melanogaster;Receptor;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.225
Pka-C3;Q194S5;;D. melanogaster;;;CG6033;Q08012;FBgn0004638;D. melanogaster;Mediator;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.45536
Pka-C3;Q194S5;;D. melanogaster;;;CG10079;P04412;FBgn0003731;D. melanogaster;Receptor;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.78929
Pka-C3;Q194S5;;D. melanogaster;;;CG9211;Q9VM64;FBgn0031872;D. melanogaster;Co-factor;Hedgehog(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.59687
Pka-C3;Q194S5;;D. melanogaster;;;CG7555;Q9VVI3;FBgn0259174;D. melanogaster;Co-factor,Endocytosis related ;Notch(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.70408
Pka-C3;Q194S5;;D. melanogaster;;;CG11988;P29503;FBgn0002932;D. melanogaster;Endocytosis related ;Notch(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.28929
Pka-C3;Q194S5;;D. melanogaster;;;CG10334;Q01083;FBgn0005672;D. melanogaster;Ligand ;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.72312
Pka-C3;Q194S5;;D. melanogaster;;;CG4244;Q9Y0H4;FBgn0003557;D. melanogaster;Co-factor,Endocytosis related ;Notch(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.69082
Pka-C3;Q194S5;;D. melanogaster;;;CG4531;Q00805;FBgn0004569;D. melanogaster;Co-factor;RTK(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.81746
Q1EBZ9;Q1EBZ9;;D. melanogaster;;;CG6033;Q08012;FBgn0004638;D. melanogaster;Mediator;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.45536
Q1EBZ9;Q1EBZ9;;D. melanogaster;;;CG10079;P04412;FBgn0003731;D. melanogaster;Receptor;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.78929
Q1EBZ9;Q1EBZ9;;D. melanogaster;;;CG9211;Q9VM64;FBgn0031872;D. melanogaster;Co-factor;Hedgehog(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.59687
Q1EBZ9;Q1EBZ9;;D. melanogaster;;;CG7555;Q9VVI3;FBgn0259174;D. melanogaster;Co-factor,Endocytosis related ;Notch(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.70408
Q1EBZ9;Q1EBZ9;;D. melanogaster;;;CG11988;P29503;FBgn0002932;D. melanogaster;Endocytosis related ;Notch(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.28929
Q1EBZ9;Q1EBZ9;;D. melanogaster;;;CG10334;Q01083;FBgn0005672;D. melanogaster;Ligand ;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.72312
Q1EBZ9;Q1EBZ9;;D. melanogaster;;;CG4244;Q9Y0H4;FBgn0003557;D. melanogaster;Co-factor,Endocytosis related ;Notch(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.69082
Q1EBZ9;Q1EBZ9;;D. melanogaster;;;CG4531;Q00805;FBgn0004569;D. melanogaster;Co-factor;RTK(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.81746
Q1EC27;Q1EC27;;D. melanogaster;;;CG10079;P04412;FBgn0003731;D. melanogaster;Receptor;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.825
Q1EC27;Q1EC27;;D. melanogaster;;;CG7555;Q9VVI3;FBgn0259174;D. melanogaster;Co-factor,Endocytosis related ;Notch(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.22714
Q1EC27;Q1EC27;;D. melanogaster;;;CG10334;Q01083;FBgn0005672;D. melanogaster;Ligand ;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.59958
Q1EC27;Q1EC27;;D. melanogaster;;;CG4531;Q00805;FBgn0004569;D. melanogaster;Co-factor;RTK(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.25278
CG7236;Q1RKV9;;D. melanogaster;;;CG6033;Q08012;FBgn0004638;D. melanogaster;Mediator;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.45536
CG7236;Q1RKV9;;D. melanogaster;;;CG10079;P04412;FBgn0003731;D. melanogaster;Receptor;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.78929
CG7236;Q1RKV9;;D. melanogaster;;;CG9211;Q9VM64;FBgn0031872;D. melanogaster;Co-factor;Hedgehog(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.59687
CG7236;Q1RKV9;;D. melanogaster;;;CG7555;Q9VVI3;FBgn0259174;D. melanogaster;Co-factor,Endocytosis related ;Notch(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.70408
CG7236;Q1RKV9;;D. melanogaster;;;CG11988;P29503;FBgn0002932;D. melanogaster;Endocytosis related ;Notch(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.28929
CG7236;Q1RKV9;;D. melanogaster;;;CG10334;Q01083;FBgn0005672;D. melanogaster;Ligand ;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.72312
Dmel_CG1099;Q1WWC9;FBgn0023388;D. melanogaster;;;CG7555;Q9VVI3;FBgn0259174;D. melanogaster;Co-factor,Endocytosis related ;Notch(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.235168;Structure filter: 1.20408
Dmel_CG1099;Q1WWC9;FBgn0023388;D. melanogaster;;;CG4244;Q9Y0H4;FBgn0003557;D. melanogaster;Co-factor,Endocytosis related ;Notch(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.174263;Structure filter: 1.5449
Dmel_CG1099;Q1WWC9;FBgn0023388;D. melanogaster;;;CG4531;Q00805;FBgn0004569;D. melanogaster;Co-factor;RTK(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.207225;Structure filter: 1.52381
Dmel_CG34412;Q1RL19;FBgn0086899;D. melanogaster;;;CG10079;P04412;FBgn0003731;D. melanogaster;Receptor;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.146212;Structure filter: 1.78929
CG18069;Q24045;FBgn0264607;D. melanogaster;;;CG6033;Q08012;FBgn0004638;D. melanogaster;Mediator;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.45536
CG18069;Q24045;FBgn0264607;D. melanogaster;;;CG10079;P04412;FBgn0003731;D. melanogaster;Receptor;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.78929
CG18069;Q24045;FBgn0264607;D. melanogaster;;;CG9211;Q9VM64;FBgn0031872;D. melanogaster;Co-factor;Hedgehog(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.59687
CG18069;Q24045;FBgn0264607;D. melanogaster;;;CG7555;Q9VVI3;FBgn0259174;D. melanogaster;Co-factor,Endocytosis related ;Notch(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.70408
CG18069;Q24045;FBgn0264607;D. melanogaster;;;CG11988;P29503;FBgn0002932;D. melanogaster;Endocytosis related ;Notch(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.28929
CG18069;Q24045;FBgn0264607;D. melanogaster;;;CG10334;Q01083;FBgn0005672;D. melanogaster;Ligand ;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.72312
CG18069;Q24045;FBgn0264607;D. melanogaster;;;CG4244;Q9Y0H4;FBgn0003557;D. melanogaster;Co-factor,Endocytosis related ;Notch(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.69082
CG18069;Q24045;FBgn0264607;D. melanogaster;;;CG4531;Q00805;FBgn0004569;D. melanogaster;Co-factor;RTK(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.81746
CG10295;Q24190;FBgn0014001;D. melanogaster;;;CG6033;Q08012;FBgn0004638;D. melanogaster;Mediator;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.228576;Structure filter: 1.45536
CG10295;Q24190;FBgn0014001;D. melanogaster;;;CG10079;P04412;FBgn0003731;D. melanogaster;Receptor;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.235168;Structure filter: 1.78929
CG10295;Q24190;FBgn0014001;D. melanogaster;;;CG7555;Q9VVI3;FBgn0259174;D. melanogaster;Co-factor,Endocytosis related ;Notch(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.217242;Structure filter: 1.70408
CG10295;Q24190;FBgn0014001;D. melanogaster;;;CG11988;P29503;FBgn0002932;D. melanogaster;Endocytosis related ;Notch(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.1948;Structure filter: 1.28929
CG10295;Q24190;FBgn0014001;D. melanogaster;;;CG10334;Q01083;FBgn0005672;D. melanogaster;Ligand ;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.1948;Structure filter: 1.72312
CG10295;Q24190;FBgn0014001;D. melanogaster;;;CG4531;Q00805;FBgn0004569;D. melanogaster;Co-factor;RTK(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.180603;Structure filter: 1.81746
CG3727;Q24218;FBgn0010583;D. melanogaster;;;CG6033;Q08012;FBgn0004638;D. melanogaster;Mediator;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.166483;Structure filter: 1.27794
CG3727;Q24218;FBgn0010583;D. melanogaster;;;CG10079;P04412;FBgn0003731;D. melanogaster;Receptor;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.180603;Structure filter: 1.70625
CG3727;Q24218;FBgn0010583;D. melanogaster;;;CG7555;Q9VVI3;FBgn0259174;D. melanogaster;Co-factor,Endocytosis related ;Notch(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.174263;Structure filter: 2.08929
CG3727;Q24218;FBgn0010583;D. melanogaster;;;CG11988;P29503;FBgn0002932;D. melanogaster;Endocytosis related ;Notch(non-core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.174263;Structure filter: 1.75163
CG3727;Q24218;FBgn0010583;D. melanogaster;;;CG10334;Q01083;FBgn0005672;D. melanogaster;Ligand ;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);GO Semantic Similarity: 0.174263;Structure filter: 2.05125
CG7656;Q960Q5;FBgn0036516;D. melanogaster;;;CG10079;P04412;FBgn0003731;D. melanogaster;Receptor;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.61875
CG7656;Q960Q5;FBgn0036516;D. melanogaster;;;CG10334;Q01083;FBgn0005672;D. melanogaster;Ligand ;RTK(core);Post-translational modification;PPI directed;direct;unknown;22110040;ELM based prediction(url: http://elm.eu.org/ ,pmid: 22110040);;Structure filter: 1.54688
